"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HND","Honduras","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,2.5714285,,
"HND","Honduras","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,2.4404762,,
"JAM","Jamaica","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,1.5753968,,
"JAM","Jamaica","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,1.5181406,,
"JAM","Jamaica","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,1.5538549,,
"XKX","Kosovo","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,1.6666666,,
"XKX","Kosovo","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,1.6666666,,
"XKX","Kosovo","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,1.6666666,,
"XKX","Kosovo","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,1.6666666,,
"XKX","Kosovo","EPRC_V2","Version 2 (1998-2013)","2011","2011","IDX","Index","0","Units",,,2.0833333,,
"XKX","Kosovo","EPRC_V2","Version 2 (1998-2013)","2012","2012","IDX","Index","0","Units",,,2.0833333,,
"XKX","Kosovo","EPRC_V2","Version 2 (1998-2013)","2013","2013","IDX","Index","0","Units",,,2.0833333,,
"XKX","Kosovo","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,2.0833333,,
"XKX","Kosovo","EPRC_V3","Version 3 (2008-2013)","2011","2011","IDX","Index","0","Units",,,2.0833333,,
"XKX","Kosovo","EPRC_V3","Version 3 (2008-2013)","2012","2012","IDX","Index","0","Units",,,2.0833333,,
"XKX","Kosovo","EPRC_V3","Version 3 (2008-2013)","2013","2013","IDX","Index","0","Units",,,2.0833333,,
"XKX","Kosovo","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,2.0833333,,
"MNE","Montenegro","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.7777777,,
"MNE","Montenegro","EPRC_V2","Version 2 (1998-2013)","2013","2013","IDX","Index","0","Units",,,3.0198412,,
"MNE","Montenegro","EPRC_V3","Version 3 (2008-2013)","2013","2013","IDX","Index","0","Units",,,2.8769841,,
"MYS","Malaysia","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.8412697,,
"MYS","Malaysia","EPRC_V2","Version 2 (1998-2013)","2013","2013","IDX","Index","0","Units",,,2.0294783,,
"MYS","Malaysia","EPRC_V3","Version 3 (2008-2013)","2013","2013","IDX","Index","0","Units",,,1.9342403,,
"NIC","Nicaragua","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,1.2380953,,
"NIC","Nicaragua","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,1.3843538,,
"NIC","Nicaragua","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,1.4795918,,
"PAN","Panama","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,2.3452382,,
"PAN","Panama","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,1.6751702,,
"PAN","Panama","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,1.7346939,,
"PRY","Paraguay","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,1.9880953,,
"PRY","Paraguay","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,1.8129252,,
"PRY","Paraguay","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,1.7534014,,
"PER","Peru","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,1.75,,
"PER","Peru","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,2.3214285,,
"PER","Peru","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,2.2142859,,
"SRB","Serbia","EPRC_V1","Version 1 (1985-2013)","2015","2015","IDX","Index","0","Units",,,1.7023809,,
"SRB","Serbia","EPRC_V2","Version 2 (1998-2013)","2015","2015","IDX","Index","0","Units",,,2.2517006,,
"SRB","Serbia","EPRC_V3","Version 3 (2008-2013)","2015","2015","IDX","Index","0","Units",,,2.2278912,,
"THA","Thailand","EPRC_V1","Version 1 (1985-2013)","2011","2011","IDX","Index","0","Units",,,2.920635,,
"THA","Thailand","EPRC_V1","Version 1 (1985-2013)","2012","2012","IDX","Index","0","Units",,,2.920635,,
"THA","Thailand","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.920635,,
"THA","Thailand","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,2.920635,,
"THA","Thailand","EPRC_V2","Version 2 (1998-2013)","2011","2011","IDX","Index","0","Units",,,2.0861678,,
"THA","Thailand","EPRC_V2","Version 2 (1998-2013)","2012","2012","IDX","Index","0","Units",,,2.0861678,,
"THA","Thailand","EPRC_V2","Version 2 (1998-2013)","2013","2013","IDX","Index","0","Units",,,2.0861678,,
"THA","Thailand","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,2.0861678,,
"THA","Thailand","EPRC_V3","Version 3 (2008-2013)","2011","2011","IDX","Index","0","Units",,,2.1655328,,
"THA","Thailand","EPRC_V3","Version 3 (2008-2013)","2012","2012","IDX","Index","0","Units",,,2.1655328,,
"THA","Thailand","EPRC_V3","Version 3 (2008-2013)","2013","2013","IDX","Index","0","Units",,,2.1655328,,
"THA","Thailand","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,2.1655328,,
"TUN","Tunisia","EPRC_V1","Version 1 (1985-2013)","2013","2013","IDX","Index","0","Units",,,2.5436509,,
"TUN","Tunisia","EPRC_V2","Version 2 (1998-2013)","2013","2013","IDX","Index","0","Units",,,1.8168935,,
"TUN","Tunisia","EPRC_V3","Version 3 (2008-2013)","2013","2013","IDX","Index","0","Units",,,1.9478457,,
"URY","Uruguay","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,1.718254,,
"URY","Uruguay","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,1.8344672,,
"URY","Uruguay","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,1.9892291,,
"VEN","Venezuela","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,3.5,,
"VEN","Venezuela","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,3.5,,
"VEN","Venezuela","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,3.5,,
"KAZ","Kazakhstan","EPRC_V1","Version 1 (1985-2013)","2014","2014","IDX","Index","0","Units",,,3.32142853736877,,
"KAZ","Kazakhstan","EPRC_V1","Version 1 (1985-2013)","2015","2015","IDX","Index","0","Units",,,3.32142853736877,,
"KAZ","Kazakhstan","EPRC_V2","Version 2 (1998-2013)","2014","2014","IDX","Index","0","Units",,,2.37244892120361,,
"KAZ","Kazakhstan","EPRC_V2","Version 2 (1998-2013)","2015","2015","IDX","Index","0","Units",,,2.37244892120361,,
"KAZ","Kazakhstan","EPRC_V3","Version 3 (2008-2013)","2014","2014","IDX","Index","0","Units",,,2.28911566734313,,
"KAZ","Kazakhstan","EPRC_V3","Version 3 (2008-2013)","2015","2015","IDX","Index","0","Units",,,2.28911566734313,,
